,date_mutation,valeur_fonciere,type_local,surface_reelle_bati,nombre_pieces_principales,longitude,latitude,code_postal,prixm2
12427,20/12/2021,1450000,Appartement,100,4,2.359343,48.85868,3,14500.0
12452,20/12/2021,365312,Appartement,34,1,2.354832,48.86274,3,10744.470588235294
12454,22/12/2021,133000,Appartement,11,1,2.354839,48.864831,3,12090.90909090909
12463,22/12/2021,663462,Appartement,42,2,2.363854,48.857158,3,15796.714285714286
12526,10/12/2021,359000,Appartement,27,2,2.358822,48.86763,3,13296.296296296296
12529,21/12/2021,380000,Appartement,31,2,2.354228,48.864165,3,12258.064516129032
12535,22/12/2021,475000,Appartement,44,3,2.365106,48.860541,3,10795.454545454546
12537,17/12/2021,550000,Appartement,35,1,2.363354,48.861154,3,15714.285714285714
12571,27/12/2021,250000,Appartement,28,2,2.354228,48.864165,3,8928.57142857143
12582,15/12/2021,695000,Appartement,49,3,2.367326,48.858353,3,14183.673469387755
12589,21/12/2021,820000,Appartement,62,2,2.359241,48.865857,3,13225.806451612903
12623,20/12/2021,230000,Appartement,20,1,2.357403,48.863561,3,11500.0
12625,16/12/2021,245000,Appartement,22,1,2.359542,48.867492,3,11136.363636363636
12630,17/12/2021,1525000,Appartement,127,5,2.364669,48.857628,3,12007.874015748032
12632,10/12/2021,368000,Appartement,20,1,2.362311,48.858615,3,18400.0
12650,07/12/2021,1287000,Appartement,95,3,2.364127,48.857427,3,13547.368421052632
12679,16/12/2021,850000,Appartement,57,2,2.355828,48.863743,3,14912.280701754386
12690,23/12/2021,185000,Appartement,17,1,2.354872,48.868658,3,10882.35294117647
12728,16/12/2021,428000,Appartement,32,2,2.356734,48.863431,3,13375.0
12744,29/12/2021,74000,Appartement,7,1,2.355819,48.864529,3,10571.42857142857
12796,17/12/2021,1305000,Appartement,104,5,2.363848,48.857851,3,12548.076923076924
12805,22/12/2021,1050000,Appartement,67,3,2.354042,48.86481,3,15671.641791044776
12860,22/12/2021,597000,Appartement,38,2,2.365173,48.861978,3,15710.526315789473
12916,14/12/2021,190600,Appartement,11,1,2.367659,48.857118,3,17327.272727272728
12934,29/12/2021,1245000,Appartement,101,5,2.361373,48.86596,3,12326.732673267326
13002,22/12/2021,220000,Appartement,17,1,2.353499,48.863803,3,12941.176470588236
13005,21/12/2021,600000,Appartement,44,2,2.365106,48.860541,3,13636.363636363636
13014,29/12/2021,142600,Appartement,14,1,2.354272,48.863529,3,10185.714285714286
13037,27/12/2021,1145800,Appartement,68,3,2.36149,48.862165,3,16850.0
370,30/03/2021,269600,Appartement,30,1,2.354848,48.852203,4,8986.666666666666
385,31/03/2021,330000,Appartement,45,2,2.350958,48.858362,4,7333.333333333333
443,06/04/2021,895000,Appartement,66,2,2.350076,48.859175,4,13560.60606060606
595,31/03/2021,1235000,Appartement,69,4,2.362075,48.850773,4,17898.55072463768
604,09/04/2021,814000,Appartement,67,3,2.367016,48.852867,4,12149.253731343284
607,23/03/2021,250000,Appartement,20,2,2.363185,48.856031,4,12500.0
615,22/03/2021,617000,Appartement,62,3,2.350193,48.858329,4,9951.612903225807
634,10/04/2021,168650,Appartement,16,1,2.353571,48.860985,4,10540.625
681,19/03/2021,323500,Appartement,18,1,2.362259,48.856495,4,17972.222222222223
745,13/04/2021,2420000,Appartement,127,2,2.354892,48.852877,4,19055.11811023622
799,22/03/2021,539830,Appartement,34,2,2.353209,48.858698,4,15877.35294117647
856,24/03/2021,855000,Appartement,76,2,2.364505,48.847869,4,11250.0
861,26/03/2021,1530000,Appartement,120,3,2.361386,48.85242,4,12750.0
898,26/03/2021,892650,Appartement,46,3,2.359936,48.854633,4,19405.434782608696
906,06/04/2021,520000,Appartement,48,2,2.361147,48.854847,4,10833.333333333334
963,14/04/2021,2082700,Appartement,160,5,2.364852,48.85338,4,13016.875
982,15/04/2021,560000,Appartement,36,1,2.363741,48.856013,4,15555.555555555555
983,15/04/2021,331000,Appartement,21,1,2.354676,48.851911,4,15761.904761904761
1004,14/04/2021,495000,Appartement,47,2,2.367956,48.853649,4,10531.91489361702
1033,08/04/2021,1100000,Appartement,79,3,2.365422,48.854197,4,13924.050632911392
1071,08/04/2021,166574,Appartement,15,1,2.357556,48.855714,4,11104.933333333332
1107,01/04/2021,945000,Appartement,56,3,2.355987,48.85157,4,16875.0
1135,14/04/2021,522250,Appartement,40,1,2.365808,48.848438,4,13056.25
1173,27/04/2021,950000,Appartement,59,3,2.349559,48.857428,4,16101.694915254237
1333,07/04/2021,300000,Appartement,25,1,2.359749,48.857266,4,12000.0
1342,27/04/2021,215000,Appartement,20,1,2.359057,48.856886,4,10750.0
1350,21/04/2021,966000,Appartement,69,3,2.364505,48.847869,4,14000.0
1365,08/04/2021,90000,Appartement,10,1,2.36636,48.852716,4,9000.0
1386,16/04/2021,846000,Appartement,65,3,2.363283,48.852333,4,13015.384615384615
1544,19/04/2021,517500,Appartement,42,2,2.357097,48.856411,4,12321.42857142857
1548,26/04/2021,465000,Appartement,34,2,2.358828,48.857417,4,13676.470588235294
1562,12/04/2021,545000,Appartement,43,2,2.362431,48.850486,4,12674.418604651162
1603,08/04/2021,1961905,Appartement,116,4,2.350761,48.858079,4,16912.974137931036
1639,21/04/2021,1330000,Appartement,75,3,2.350098,48.85357,4,17733.333333333332
1642,23/04/2021,250000,Appartement,28,1,2.355482,48.858219,4,8928.57142857143
1660,30/04/2021,184000,Appartement,15,1,2.352582,48.857841,4,12266.666666666666
1688,04/05/2021,275000,Appartement,16,1,2.355882,48.857406,4,17187.5
1704,30/04/2021,925000,Appartement,83,3,2.35348,48.859286,4,11144.578313253012
1755,28/04/2021,275000,Appartement,20,1,2.362112,48.85518,4,13750.0
1810,26/04/2021,630000,Appartement,51,3,2.35276,48.85839,4,12352.941176470587
1942,12/05/2021,280000,Appartement,22,1,2.358248,48.857794,4,12727.272727272728
1976,22/04/2021,130000,Appartement,10,1,2.363095,48.855407,4,13000.0
2014,30/04/2021,334000,Appartement,24,1,2.362916,48.854158,4,13916.666666666666
2043,22/04/2021,1090000,Appartement,60,1,2.366987,48.854745,4,18166.666666666668
2098,03/05/2021,740000,Appartement,53,2,2.357106,48.851832,4,13962.264150943396
2110,03/05/2021,674400,Appartement,52,2,2.350204,48.859297,4,12969.23076923077
2133,12/05/2021,915000,Appartement,70,3,2.358387,48.857019,4,13071.42857142857
2149,29/04/2021,287000,Appartement,26,1,2.36335,48.855926,4,11038.461538461539
2325,06/05/2021,1720000,Appartement,97,5,2.359169,48.85116,4,17731.9587628866
2370,25/05/2021,812000,Appartement,64,4,2.363062,48.854257,4,12687.5
2432,04/05/2021,560611,Appartement,67,2,2.362503,48.856842,4,8367.328358208955
2434,20/05/2021,588000,Appartement,50,3,2.351072,48.861445,4,11760.0
2450,25/05/2021,2900000,Appartement,241,6,2.363672,48.851919,4,12033.195020746887
2490,21/05/2021,490000,Appartement,63,2,2.361386,48.85242,4,7777.777777777777
2536,12/05/2021,400600,Appartement,40,2,2.357777,48.856932,4,10015.0
2606,12/05/2021,166978,Appartement,15,1,2.349406,48.859111,4,11131.866666666667
2715,28/05/2021,890000,Appartement,84,4,2.365226,48.853541,4,10595.238095238095
2753,31/05/2021,830000,Appartement,57,3,2.362431,48.850486,4,14561.40350877193
2772,17/05/2021,1015000,Appartement,52,2,2.35587,48.85191,4,19519.23076923077
2786,10/05/2021,280000,Appartement,27,1,2.367524,48.854279,4,10370.37037037037
2841,27/05/2021,395000,Appartement,30,2,2.355107,48.859581,4,13166.666666666666
2842,10/05/2021,640000,Appartement,45,2,2.354871,48.852313,4,14222.222222222223
2904,28/05/2021,315000,Appartement,20,1,2.363626,48.855847,4,15750.0
2915,27/05/2021,789000,Appartement,56,2,2.359634,48.855127,4,14089.285714285714
2923,01/06/2021,530000,Appartement,44,3,2.354258,48.852352,4,12045.454545454546
3025,08/06/2021,285000,Appartement,21,2,2.363006,48.855239,4,13571.42857142857
3034,01/06/2021,177000,Appartement,18,1,2.359568,48.857376,4,9833.333333333334
3047,28/05/2021,639290,Appartement,60,3,2.350985,48.859744,4,10654.833333333334
3065,04/06/2021,1170000,Appartement,99,4,2.365409,48.852294,4,11818.181818181818
3071,20/05/2021,203700,Appartement,12,1,2.362777,48.855144,4,16975.0
3127,20/05/2021,657143,Appartement,33,2,2.350452,48.854703,4,19913.424242424244
3128,07/06/2021,535000,Appartement,37,2,2.366266,48.852532,4,14459.45945945946
3207,09/06/2021,265000,Appartement,35,2,2.359522,48.851291,4,7571.428571428572
3271,04/06/2021,840000,Appartement,53,2,2.367494,48.854388,4,15849.056603773584
3280,04/06/2021,1333000,Appartement,86,4,2.365656,48.848145,4,15500.0
3292,20/05/2021,980000,Appartement,80,3,2.364182,48.854596,4,12250.0
3362,31/05/2021,720000,Appartement,51,3,2.356284,48.859927,4,14117.64705882353
3365,28/05/2021,1030000,Appartement,70,2,2.364451,48.856055,4,14714.285714285714
3392,02/06/2021,435000,Appartement,25,1,2.365422,48.854197,4,17400.0
3394,26/05/2021,960000,Appartement,81,3,2.358146,48.856419,4,11851.851851851852
3440,07/06/2021,623600,Appartement,50,2,2.354004,48.858501,4,12472.0
3449,07/06/2021,832700,Appartement,70,3,2.35086,48.858609,4,11895.714285714286
3460,15/06/2021,392850,Appartement,40,2,2.351147,48.858227,4,9821.25
3492,09/06/2021,365000,Appartement,32,1,2.362467,48.853924,4,11406.25
3507,14/06/2021,736400,Appartement,59,2,2.349891,48.860785,4,12481.35593220339
3550,07/06/2021,300000,Appartement,27,2,2.355822,48.860102,4,11111.111111111111
3600,11/06/2021,330000,Appartement,25,1,2.354851,48.851952,4,13200.0
3614,09/06/2021,747800,Appartement,62,4,2.349253,48.858962,4,12061.290322580646
3624,16/06/2021,170000,Appartement,15,1,2.364882,48.852436,4,11333.333333333334
3650,02/06/2021,685000,Appartement,45,1,2.350938,48.861,4,15222.222222222223
3686,15/06/2021,205000,Appartement,14,1,2.356741,48.857569,4,14642.857142857143
3723,08/06/2021,362000,Appartement,25,1,2.362112,48.85518,4,14480.0
3742,21/06/2021,720000,Appartement,70,3,2.367956,48.853649,4,10285.714285714286
3800,21/06/2021,375000,Appartement,35,2,2.364988,48.849888,4,10714.285714285714
3872,18/06/2021,364940,Appartement,27,1,2.362401,48.8537,4,13516.296296296296
3885,22/06/2021,500000,Appartement,58,3,2.356688,48.855957,4,8620.689655172413
3945,21/06/2021,1804218,Appartement,120,5,2.359298,48.855818,4,15035.15
3979,25/06/2021,257000,Appartement,21,1,2.363626,48.855847,4,12238.095238095239
3984,18/06/2021,1525000,Appartement,118,5,2.365319,48.84937,4,12923.728813559323
3998,15/06/2021,330000,Appartement,27,2,2.367712,48.8542,4,12222.222222222223
4020,31/05/2021,553000,Appartement,30,3,2.368312,48.854935,4,18433.333333333332
4047,21/05/2021,347000,Appartement,28,1,2.351072,48.861445,4,12392.857142857143
4050,14/06/2021,163000,Appartement,17,1,2.359736,48.857188,4,9588.235294117647
4077,11/06/2021,1080000,Appartement,90,4,2.349891,48.860785,4,12000.0
4114,15/06/2021,335000,Appartement,29,1,2.362383,48.855556,4,11551.724137931034
4172,29/06/2021,843000,Appartement,70,3,2.358011,48.857177,4,12042.857142857143
4254,21/06/2021,740000,Appartement,61,3,2.354974,48.858928,4,12131.147540983606
4269,16/06/2021,855000,Appartement,80,2,2.365877,48.85391,4,10687.5
4301,21/06/2021,763200,Appartement,52,2,2.355987,48.85157,4,14676.923076923076
4338,02/07/2021,574200,Appartement,47,3,2.368194,48.855648,4,12217.021276595744
4388,29/06/2021,250000,Appartement,24,1,2.352546,48.858355,4,10416.666666666666
4449,25/06/2021,500000,Appartement,35,2,2.365919,48.85292,4,14285.714285714286
4569,02/07/2021,397570,Appartement,53,3,2.353883,48.85889,4,7501.320754716981
4592,29/06/2021,335000,Appartement,22,1,2.355857,48.852581,4,15227.272727272728
4643,22/06/2021,1110000,Appartement,62,2,2.355401,48.860413,4,17903.225806451614
4695,11/06/2021,250000,Appartement,19,1,2.367955,48.854148,4,13157.894736842105
4701,30/06/2021,359000,Appartement,24,1,2.362916,48.854158,4,14958.333333333334
4731,28/06/2021,340000,Appartement,26,2,2.363394,48.854747,4,13076.923076923076
4756,17/06/2021,332000,Appartement,29,1,2.350761,48.859456,4,11448.275862068966
4759,21/06/2021,222500,Appartement,14,1,2.356903,48.856487,4,15892.857142857143
4765,29/06/2021,714400,Appartement,57,2,2.35523,48.858228,4,12533.333333333334
4806,29/06/2021,513250,Appartement,50,2,2.354482,48.857535,4,10265.0
4813,23/06/2021,715000,Appartement,56,3,2.367745,48.854474,4,12767.857142857143
4843,23/06/2021,345000,Appartement,26,1,2.364563,48.848333,4,13269.23076923077
4848,01/07/2021,385000,Appartement,23,1,2.362938,48.854386,4,16739.130434782608
4866,02/07/2021,293100,Appartement,38,2,2.359568,48.857376,4,7713.1578947368425
4878,23/06/2021,345000,Appartement,22,2,2.356565,48.857419,4,15681.818181818182
4883,22/06/2021,2730000,Appartement,147,5,2.361746,48.850666,4,18571.428571428572
4909,06/07/2021,380000,Appartement,27,1,2.363432,48.855499,4,14074.074074074075
4913,28/06/2021,150000,Appartement,16,1,2.354725,48.85213,4,9375.0
4992,30/06/2021,550000,Appartement,39,1,2.350593,48.853594,4,14102.564102564103
5007,22/06/2021,750000,Appartement,73,2,2.368438,48.853943,4,10273.972602739726
5045,06/07/2021,1453500,Appartement,107,3,2.35746,48.856666,4,13584.11214953271
5089,09/07/2021,578535,Appartement,44,2,2.361762,48.852986,4,13148.522727272728
5136,15/07/2021,2100000,Appartement,150,7,2.355956,48.858816,4,14000.0
5138,08/07/2021,165000,Appartement,15,1,2.359736,48.857188,4,11000.0
5166,21/06/2021,382718,Appartement,32,1,2.35507,48.856985,4,11959.9375
5202,29/06/2021,230000,Appartement,20,2,2.364237,48.853138,4,11500.0
5248,15/07/2021,1350000,Appartement,98,4,2.352164,48.85796,4,13775.510204081633
5268,15/06/2021,1140000,Appartement,74,3,2.361939,48.854198,4,15405.405405405405
5326,02/07/2021,436450,Appartement,30,2,2.366976,48.854514,4,14548.333333333334
5414,23/06/2021,1500000,Appartement,132,4,2.350593,48.853594,4,11363.636363636364
5449,23/07/2021,1050000,Appartement,87,3,2.349347,48.859735,4,12068.965517241379
5482,21/07/2021,2280000,Appartement,166,6,2.363672,48.851919,4,13734.939759036144
5489,29/06/2021,1053000,Appartement,90,5,2.368194,48.855648,4,11700.0
5526,13/07/2021,340000,Appartement,40,3,2.359568,48.857376,4,8500.0
5617,20/07/2021,694000,Appartement,58,2,2.350151,48.854572,4,11965.51724137931
5635,08/07/2021,440000,Appartement,33,2,2.366976,48.854514,4,13333.333333333334
5645,23/07/2021,899000,Appartement,80,5,2.358124,48.8568,4,11237.5
5672,26/07/2021,845000,Appartement,45,1,2.366987,48.854745,4,18777.777777777777
5700,06/07/2021,1525000,Appartement,110,4,2.36637,48.851996,4,13863.636363636364
5706,26/07/2021,604900,Appartement,49,3,2.364563,48.848333,4,12344.897959183674
5719,21/07/2021,540245,Appartement,37,2,2.368475,48.854202,4,14601.216216216217
5742,08/07/2021,379750,Appartement,27,2,2.368475,48.854202,4,14064.814814814816
5770,26/07/2021,315000,Appartement,23,1,2.349966,48.860881,4,13695.652173913044
5859,15/07/2021,88000,Appartement,10,1,2.362726,48.854955,4,8800.0
5879,28/07/2021,488000,Appartement,39,3,2.366658,48.851959,4,12512.820512820514
5911,05/07/2021,511175,Appartement,33,2,2.363626,48.855847,4,15490.151515151516
5988,29/06/2021,860000,Appartement,80,3,2.352582,48.857841,4,10750.0
6073,08/07/2021,842500,Appartement,59,3,2.354974,48.858928,4,14279.661016949152
6074,20/07/2021,407600,Appartement,31,2,2.367701,48.854972,4,13148.387096774193
6199,20/07/2021,810000,Appartement,65,3,2.354867,48.859709,4,12461.538461538461
6211,02/08/2021,995000,Appartement,79,4,2.368312,48.854935,4,12594.93670886076
6214,29/07/2021,499420,Appartement,30,2,2.360266,48.856919,4,16647.333333333332
6220,15/07/2021,374990,Appartement,27,1,2.36326,48.854721,4,13888.518518518518
6241,09/07/2021,256100,Appartement,22,1,2.359057,48.856886,4,11640.90909090909
6278,30/07/2021,679982,Appartement,56,2,2.36335,48.855926,4,12142.535714285714
6293,30/07/2021,267250,Appartement,18,2,2.356903,48.856487,4,14847.222222222223
6312,02/08/2021,318000,Appartement,18,1,2.355857,48.852581,4,17666.666666666668
6475,22/07/2021,1152000,Appartement,84,3,2.357856,48.851576,4,13714.285714285714
6480,22/07/2021,429000,Appartement,40,2,2.353209,48.858698,4,10725.0
6490,21/07/2021,645000,Appartement,39,3,2.360357,48.855748,4,16538.46153846154
6583,20/07/2021,877800,Appartement,64,4,2.360161,48.854965,4,13715.625
6657,30/07/2021,335000,Appartement,25,1,2.367439,48.855835,4,13400.0
6840,05/08/2021,1220000,Appartement,110,5,2.368335,48.854425,4,11090.90909090909
6908,23/07/2021,1405660,Appartement,96,3,2.350938,48.861,4,14642.291666666666
6911,02/08/2021,898000,Appartement,80,3,2.364505,48.847869,4,11225.0
6932,02/08/2021,900000,Appartement,73,2,2.366199,48.853984,4,12328.767123287671
6940,05/08/2021,875000,Appartement,70,3,2.358387,48.857019,4,12500.0
7009,29/07/2021,684300,Appartement,44,3,2.356973,48.85981,4,15552.272727272728
7092,30/07/2021,900160,Appartement,69,3,2.362431,48.850486,4,13045.797101449276
7222,12/08/2021,675360,Appartement,46,3,2.366232,48.851333,4,14681.739130434782
7257,30/08/2021,640000,Appartement,61,3,2.354197,48.851948,4,10491.803278688525
7268,02/09/2021,490000,Appartement,34,2,2.361713,48.856325,4,14411.764705882353
7273,31/08/2021,630000,Appartement,45,2,2.358042,48.857595,4,14000.0
7276,03/09/2021,365000,Appartement,25,1,2.35371,48.859226,4,14600.0
7312,05/08/2021,1033000,Appartement,82,3,2.363869,48.85287,4,12597.560975609756
7428,31/08/2021,712950,Appartement,41,2,2.363496,48.856496,4,17389.024390243903
7436,11/08/2021,805000,Appartement,49,3,2.34971,48.853897,4,16428.571428571428
7437,02/09/2021,298290,Appartement,23,1,2.36363,48.85645,4,12969.130434782608
7448,17/08/2021,385000,Appartement,25,2,2.367665,48.852496,4,15400.0
7471,07/09/2021,251591,Appartement,22,1,2.349903,48.859311,4,11435.954545454546
7491,07/09/2021,890000,Appartement,73,4,2.367713,48.853033,4,12191.780821917808
7560,03/09/2021,1650000,Appartement,126,5,2.363065,48.851696,4,13095.238095238095
7567,03/09/2021,1140000,Appartement,80,3,2.350761,48.858079,4,14250.0
7593,07/09/2021,280000,Appartement,18,1,2.363099,48.852157,4,15555.555555555555
7642,09/09/2021,940000,Appartement,64,3,2.361588,48.853097,4,14687.5
7651,08/09/2021,500000,Appartement,52,1,2.365903,48.852982,4,9615.384615384615
7655,01/09/2021,545000,Appartement,42,2,2.354867,48.859709,4,12976.190476190477
7673,07/09/2021,584815,Appartement,35,1,2.363672,48.851919,4,16709.0
7674,01/09/2021,492500,Appartement,32,2,2.363185,48.856031,4,15390.625
7690,02/09/2021,285000,Appartement,16,1,2.356088,48.856968,4,17812.5
7740,07/09/2021,544500,Appartement,46,2,2.354574,48.851825,4,11836.95652173913
7751,15/09/2021,230200,Appartement,18,1,2.364736,48.849273,4,12788.888888888889
7794,03/09/2021,688400,Appartement,53,2,2.356688,48.855957,4,12988.67924528302
7822,30/08/2021,414000,Appartement,29,2,2.365474,48.847802,4,14275.862068965518
7915,10/09/2021,392500,Appartement,29,1,2.363496,48.856496,4,13534.48275862069
7941,26/08/2021,182190,Appartement,13,0,2.350222,48.85945,4,14014.615384615385
7995,14/09/2021,844550,Appartement,51,2,2.361851,48.856508,4,16559.803921568626
8026,20/09/2021,2437150,Appartement,220,6,2.354499,48.857003,4,11077.954545454546
8053,13/09/2021,350000,Appartement,27,2,2.361476,48.855438,4,12962.962962962964
8076,14/09/2021,2900300,Appartement,180,4,2.367608,48.854611,4,16112.777777777777
8077,22/09/2021,199500,Appartement,23,1,2.366599,48.853697,4,8673.91304347826
8088,22/09/2021,535000,Appartement,36,2,2.350327,48.853859,4,14861.111111111111
8109,27/08/2021,445000,Appartement,42,2,2.36727,48.853142,4,10595.238095238095
8137,01/09/2021,485000,Appartement,40,2,2.357617,48.856891,4,12125.0
8161,06/09/2021,1160000,Appartement,116,4,2.366593,48.853968,4,10000.0
8212,14/09/2021,926640,Appartement,79,4,2.350951,48.857964,4,11729.620253164558
8219,17/09/2021,693000,Appartement,60,2,2.36636,48.852716,4,11550.0
8259,10/09/2021,250000,Appartement,15,1,2.363606,48.85626,4,16666.666666666668
8289,15/09/2021,250000,Appartement,30,1,2.367956,48.853649,4,8333.333333333334
8296,14/09/2021,150000,Appartement,16,1,2.367524,48.854279,4,9375.0
8318,24/09/2021,1220000,Appartement,100,5,2.361591,48.856103,4,12200.0
8323,14/09/2021,1906000,Appartement,132,3,2.357511,48.857066,4,14439.39393939394
8365,10/09/2021,1665000,Appartement,100,3,2.355643,48.851982,4,16650.0
8366,22/09/2021,625000,Appartement,50,1,2.351026,48.86169,4,12500.0
8441,28/09/2021,997000,Appartement,72,4,2.359559,48.853853,4,13847.222222222223
8457,28/09/2021,703000,Appartement,48,3,2.360863,48.856208,4,14645.833333333334
8459,20/09/2021,2325500,Appartement,123,5,2.367882,48.855599,4,18906.50406504065
8475,15/09/2021,1280000,Appartement,100,3,2.349901,48.859414,4,12800.0
8486,23/09/2021,600000,Appartement,70,3,2.366815,48.852007,4,8571.42857142857
8531,15/09/2021,227000,Appartement,14,1,2.357097,48.856411,4,16214.285714285714
8550,22/09/2021,570000,Appartement,50,2,2.35813,48.85111,4,11400.0
8559,28/09/2021,581000,Appartement,45,2,2.36326,48.854721,4,12911.111111111111
8724,28/09/2021,200000,Appartement,15,1,2.353689,48.86056,4,13333.333333333334
8767,21/09/2021,600000,Appartement,43,2,2.356186,48.856702,4,13953.488372093023
8797,01/10/2021,253800,Appartement,25,2,2.354241,48.860209,4,10152.0
8919,28/09/2021,250560,Appartement,33,3,2.358699,48.856682,4,7592.727272727273
8967,29/09/2021,707000,Appartement,53,2,2.364819,48.847703,4,13339.622641509433
9047,01/10/2021,463000,Appartement,38,2,2.357247,48.855804,4,12184.21052631579
9097,07/10/2021,600000,Appartement,60,3,2.361591,48.856103,4,10000.0
9100,06/10/2021,170000,Appartement,11,1,2.353788,48.859841,4,15454.545454545454
9143,30/09/2021,440000,Appartement,32,2,2.353209,48.858698,4,13750.0
9256,05/10/2021,240000,Appartement,17,2,2.358128,48.856631,4,14117.64705882353
9260,20/09/2021,375000,Appartement,30,2,2.351421,48.853107,4,12500.0
9357,01/10/2021,1311600,Appartement,75,4,2.356429,48.8513,4,17488.0
9394,15/10/2021,292500,Appartement,25,1,2.349577,48.85968,4,11700.0
9424,06/10/2021,390000,Appartement,28,2,2.363013,48.854321,4,13928.57142857143
9433,08/10/2021,1900000,Appartement,150,6,2.355857,48.858671,4,12666.666666666666
9454,12/10/2021,557000,Appartement,48,1,2.35587,48.85191,4,11604.166666666666
9485,30/09/2021,440000,Appartement,25,2,2.354354,48.860348,4,17600.0
9493,04/10/2021,1270000,Appartement,122,5,2.363993,48.851984,4,10409.83606557377
9496,15/10/2021,284000,Appartement,24,2,2.353883,48.85889,4,11833.333333333334
9536,01/10/2021,370000,Appartement,26,1,2.366815,48.852007,4,14230.76923076923
9583,18/10/2021,1179200,Appartement,60,2,2.34993,48.853723,4,19653.333333333332
9603,13/10/2021,220000,Appartement,19,2,2.353788,48.859841,4,11578.947368421053
9628,30/09/2021,750000,Appartement,70,3,2.365721,48.852668,4,10714.285714285714
9650,30/09/2021,1442800,Appartement,92,3,2.349806,48.859289,4,15682.608695652174
9753,01/10/2021,844100,Appartement,58,3,2.350364,48.858669,4,14553.448275862069
9799,13/10/2021,752950,Appartement,57,3,2.365543,48.848622,4,13209.649122807017
9801,20/10/2021,1415000,Appartement,101,4,2.353092,48.859946,4,14009.90099009901
9808,13/10/2021,329000,Appartement,25,1,2.35371,48.859226,4,13160.0
9933,28/10/2021,450000,Appartement,40,2,2.363635,48.853261,4,11250.0
9947,19/10/2021,595000,Appartement,45,2,2.358437,48.856895,4,13222.222222222223
9965,18/10/2021,125000,Appartement,14,1,2.354506,48.859814,4,8928.57142857143
10016,15/10/2021,1280000,Appartement,66,2,2.355507,48.852674,4,19393.939393939392
10099,14/10/2021,610000,Appartement,41,2,2.359265,48.853715,4,14878.048780487805
10103,14/10/2021,501000,Appartement,38,2,2.362322,48.852832,4,13184.21052631579
10205,07/10/2021,368855,Appartement,30,1,2.354778,48.857489,4,12295.166666666666
10251,22/10/2021,550000,Appartement,39,3,2.361762,48.852986,4,14102.564102564103
10311,05/11/2021,656200,Appartement,46,2,2.366072,48.853286,4,14265.217391304348
10328,28/10/2021,620000,Appartement,38,3,2.360755,48.855728,4,16315.78947368421
10408,03/11/2021,347840,Appartement,24,1,2.360546,48.854873,4,14493.333333333334
10432,28/10/2021,188932,Appartement,16,1,2.350609,48.860667,4,11808.25
10480,03/11/2021,232000,Appartement,18,1,2.35054,48.861759,4,12888.888888888889
10493,08/11/2021,1200000,Appartement,125,5,2.362723,48.852428,4,9600.0
10641,29/10/2021,671401,Appartement,40,3,2.36417,48.852398,4,16785.025
10649,22/10/2021,640000,Appartement,50,3,2.365422,48.854197,4,12800.0
10663,04/11/2021,636900,Appartement,44,2,2.362646,48.852583,4,14475.0
10687,20/10/2021,845822,Appartement,61,3,2.366413,48.853796,4,13865.934426229509
10703,26/10/2021,750000,Appartement,51,2,2.354768,48.852942,4,14705.882352941177
10767,04/11/2021,290000,Appartement,24,2,2.367628,48.854732,4,12083.333333333334
10834,02/11/2021,818285,Appartement,50,2,2.359235,48.85804,4,16365.7
10856,08/11/2021,368000,Appartement,27,2,2.359029,48.85712,4,13629.62962962963
10866,28/10/2021,1700000,Appartement,96,5,2.365151,48.85357,4,17708.333333333332
10889,10/11/2021,672073,Appartement,50,2,2.350761,48.859456,4,13441.46
11036,24/11/2021,480000,Appartement,40,1,2.361478,48.85222,4,12000.0
11047,28/10/2021,332900,Appartement,30,2,2.355107,48.859581,4,11096.666666666666
11057,08/11/2021,200000,Appartement,18,1,2.356651,48.857018,4,11111.111111111111
11061,03/11/2021,128500,Appartement,8,1,2.3599,48.855918,4,16062.5
11106,28/10/2021,605000,Appartement,45,3,2.353841,48.852546,4,13444.444444444445
11221,26/11/2021,326000,Appartement,24,2,2.363643,48.853106,4,13583.333333333334
11295,30/11/2021,159000,Appartement,18,1,2.359736,48.857188,4,8833.333333333334
11349,04/11/2021,335000,Appartement,28,2,2.359749,48.857266,4,11964.285714285714
11353,22/11/2021,610000,Appartement,72,3,2.355128,48.855675,4,8472.222222222223
11360,24/11/2021,990000,Appartement,84,3,2.366593,48.853968,4,11785.714285714286
11519,16/11/2021,584640,Appartement,65,2,2.367712,48.8542,4,8994.461538461539
11550,02/12/2021,342500,Appartement,22,1,2.362467,48.853924,4,15568.181818181818
11613,15/11/2021,370000,Appartement,31,2,2.350456,48.861523,4,11935.483870967742
11615,03/11/2021,328000,Appartement,31,1,2.35102,48.861645,4,10580.645161290322
11620,18/11/2021,1895000,Appartement,122,5,2.364563,48.848333,4,15532.786885245901
11625,30/11/2021,930000,Appartement,65,2,2.36843,48.854648,4,14307.692307692309
11667,09/12/2021,735910,Appartement,45,2,2.357177,48.85833,4,16353.555555555555
11669,24/11/2021,821000,Appartement,55,2,2.357174,48.85181,4,14927.272727272728
11780,01/12/2021,227000,Appartement,16,1,2.367607,48.854057,4,14187.5
11818,06/12/2021,1670000,Appartement,100,4,2.360863,48.856208,4,16700.0
11823,09/12/2021,437000,Appartement,33,2,2.356082,48.85665,4,13242.424242424242
11882,16/12/2021,390000,Appartement,42,2,2.349577,48.85968,4,9285.714285714286
